gid,lbl,val,geometry,result
다사486456,313.00,313.0,"POLYGON ((948600 1945600, 948600 1945700, 948700 1945700, 948700 1945600, 948600 1945600))",487.625
다사483453,471.00,471.0,"POLYGON ((948300 1945300, 948300 1945400, 948400 1945400, 948400 1945300, 948300 1945300))",840.625
다사478458,74.00,74.0,"POLYGON ((947800 1945800, 947800 1945900, 947900 1945900, 947900 1945800, 947800 1945800))",330.625
다사485461,466.00,466.0,"POLYGON ((948500 1946100, 948500 1946200, 948600 1946200, 948600 1946100, 948500 1946100))",736.5
다사460475,N/A,0.0,"POLYGON ((946000 1947500, 946000 1947600, 946100 1947600, 946100 1947500, 946000 1947500))",203.375
다사463488,144.00,144.0,"POLYGON ((946300 1948800, 946300 1948900, 946400 1948900, 946400 1948800, 946300 1948800))",284.625
다사486461,277.00,277.0,"POLYGON ((948600 1946100, 948600 1946200, 948700 1946200, 948700 1946100, 948600 1946100))",593.125
다사469486,34.00,34.0,"POLYGON ((946900 1948600, 946900 1948700, 947000 1948700, 947000 1948600, 946900 1948600))",201.625
다사457470,152.00,152.0,"POLYGON ((945700 1947000, 945700 1947100, 945800 1947100, 945800 1947000, 945700 1947000))",680.625
다사465485,N/A,0.0,"POLYGON ((946500 1948500, 946500 1948600, 946600 1948600, 946600 1948500, 946500 1948500))",272.75
다사466471,189.00,189.0,"POLYGON ((946600 1947100, 946600 1947200, 946700 1947200, 946700 1947100, 946600 1947100))",529.25
다사465468,N/A,0.0,"POLYGON ((946500 1946800, 946500 1946900, 946600 1946900, 946600 1946800, 946500 1946800))",131.5
다사462471,92.00,92.0,"POLYGON ((946200 1947100, 946200 1947200, 946300 1947200, 946300 1947100, 946200 1947100))",301.875
다사474445,239.00,239.0,"POLYGON ((947400 1944500, 947400 1944600, 947500 1944600, 947500 1944500, 947400 1944500))",411.625
다사467488,460.00,460.0,"POLYGON ((946700 1948800, 946700 1948900, 946800 1948900, 946800 1948800, 946700 1948800))",712.5
다사459467,407.00,407.0,"POLYGON ((945900 1946700, 945900 1946800, 946000 1946800, 946000 1946700, 945900 1946700))",705.875
다사471453,105.00,105.0,"POLYGON ((947100 1945300, 947100 1945400, 947200 1945400, 947200 1945300, 947100 1945300))",446.75
다사456472,167.00,167.0,"POLYGON ((945600 1947200, 945600 1947300, 945700 1947300, 945700 1947200, 945600 1947200))",545.625
다사486445,179.00,179.0,"POLYGON ((948600 1944500, 948600 1944600, 948700 1944600, 948700 1944500, 948600 1944500))",360.125
다사472455,207.00,207.0,"POLYGON ((947200 1945500, 947200 1945600, 947300 1945600, 947300 1945500, 947200 1945500))",586.625
다사491463,134.00,134.0,"POLYGON ((949100 1946300, 949100 1946400, 949200 1946400, 949200 1946300, 949100 1946300))",319.25
다사469449,19.00,19.0,"POLYGON ((946900 1944900, 946900 1945000, 947000 1945000, 947000 1944900, 946900 1944900))",226.75
다사489461,338.00,338.0,"POLYGON ((948900 1946100, 948900 1946200, 949000 1946200, 949000 1946100, 948900 1946100))",578.875
다사464488,477.00,477.0,"POLYGON ((946400 1948800, 946400 1948900, 946500 1948900, 946500 1948800, 946400 1948800))",646.125
다사499471,540.00,540.0,"POLYGON ((949900 1947100, 949900 1947200, 950000 1947200, 950000 1947100, 949900 1947100))",840.625
다사482452,260.00,260.0,"POLYGON ((948200 1945200, 948200 1945300, 948300 1945300, 948300 1945200, 948200 1945200))",585.75
다사478457,314.00,314.0,"POLYGON ((947800 1945700, 947800 1945800, 947900 1945800, 947900 1945700, 947800 1945700))",541.5
다사472480,1010.00,1010.0,"POLYGON ((947200 1948000, 947200 1948100, 947300 1948100, 947300 1948000, 947200 1948000))",1597.75
다사459477,635.00,635.0,"POLYGON ((945900 1947700, 945900 1947800, 946000 1947800, 946000 1947700, 945900 1947700))",907.375
다사466440,181.00,181.0,"POLYGON ((946600 1944000, 946600 1944100, 946700 1944100, 946700 1944000, 946600 1944000))",346.875
다사462482,540.00,540.0,"POLYGON ((946200 1948200, 946200 1948300, 946300 1948300, 946300 1948200, 946200 1948200))",794.125
다사488481,175.00,175.0,"POLYGON ((948800 1948100, 948800 1948200, 948900 1948200, 948900 1948100, 948800 1948100))",204.375
다사471483,691.00,691.0,"POLYGON ((947100 1948300, 947100 1948400, 947200 1948400, 947200 1948300, 947100 1948300))",1079.5
다사465476,304.00,304.0,"POLYGON ((946500 1947600, 946500 1947700, 946600 1947700, 946600 1947600, 946500 1947600))",525.125
다사477461,178.00,178.0,"POLYGON ((947700 1946100, 947700 1946200, 947800 1946200, 947800 1946100, 947700 1946100))",435.125
다사498474,187.00,187.0,"POLYGON ((949800 1947400, 949800 1947500, 949900 1947500, 949900 1947400, 949800 1947400))",518.125
다사486448,246.00,246.0,"POLYGON ((948600 1944800, 948600 1944900, 948700 1944900, 948700 1944800, 948600 1944800))",544.25
다사476475,133.00,133.0,"POLYGON ((947600 1947500, 947600 1947600, 947700 1947600, 947700 1947500, 947600 1947500))",520.125
다사474448,396.00,396.0,"POLYGON ((947400 1944800, 947400 1944900, 947500 1944900, 947500 1944800, 947400 1944800))",549.25
다사470481,591.00,591.0,"POLYGON ((947000 1948100, 947000 1948200, 947100 1948200, 947100 1948100, 947000 1948100))",1109.625
다사475479,671.00,671.0,"POLYGON ((947500 1947900, 947500 1948000, 947600 1948000, 947600 1947900, 947500 1947900))",1159.0
다사467450,443.00,443.0,"POLYGON ((946700 1945000, 946700 1945100, 946800 1945100, 946800 1945000, 946700 1945000))",761.25
다사476447,150.00,150.0,"POLYGON ((947600 1944700, 947600 1944800, 947700 1944800, 947700 1944700, 947600 1944700))",263.375
다사465491,217.00,217.0,"POLYGON ((946500 1949100, 946500 1949200, 946600 1949200, 946600 1949100, 946500 1949100))",341.625
다사489455,214.00,214.0,"POLYGON ((948900 1945500, 948900 1945600, 949000 1945600, 949000 1945500, 948900 1945500))",475.875
다사475435,56.00,56.0,"POLYGON ((947500 1943500, 947500 1943600, 947600 1943600, 947600 1943500, 947500 1943500))",184.28571428571428
다사476438,41.00,41.0,"POLYGON ((947600 1943800, 947600 1943900, 947700 1943900, 947700 1943800, 947600 1943800))",244.0
다사470473,572.00,572.0,"POLYGON ((947000 1947300, 947000 1947400, 947100 1947400, 947100 1947300, 947000 1947300))",1023.75
다사492467,438.00,438.0,"POLYGON ((949200 1946700, 949200 1946800, 949300 1946800, 949300 1946700, 949200 1946700))",799.5
다사467433,142.00,142.0,"POLYGON ((946700 1943300, 946700 1943400, 946800 1943400, 946800 1943300, 946700 1943300))",313.42857142857144
다사479462,24.00,24.0,"POLYGON ((947900 1946200, 947900 1946300, 948000 1946300, 948000 1946200, 947900 1946200))",258.75
다사476451,326.00,326.0,"POLYGON ((947600 1945100, 947600 1945200, 947700 1945200, 947700 1945100, 947600 1945100))",764.625
다사473437,408.00,408.0,"POLYGON ((947300 1943700, 947300 1943800, 947400 1943800, 947400 1943700, 947300 1943700))",664.75
다사482463,420.00,420.0,"POLYGON ((948200 1946300, 948200 1946400, 948300 1946400, 948300 1946300, 948200 1946300))",711.75
다사469452,853.00,853.0,"POLYGON ((946900 1945200, 946900 1945300, 947000 1945300, 947000 1945200, 946900 1945200))",1194.875
다사477475,603.00,603.0,"POLYGON ((947700 1947500, 947700 1947600, 947800 1947600, 947800 1947500, 947700 1947500))",878.75
다사476440,228.00,228.0,"POLYGON ((947600 1944000, 947600 1944100, 947700 1944100, 947700 1944000, 947600 1944000))",608.625
다사465492,89.00,89.0,"POLYGON ((946500 1949200, 946500 1949300, 946600 1949300, 946600 1949200, 946500 1949200))",135.75
다사476453,135.00,135.0,"POLYGON ((947600 1945300, 947600 1945400, 947700 1945400, 947700 1945300, 947600 1945300))",529.75
다사464482,1443.00,1443.0,"POLYGON ((946400 1948200, 946400 1948300, 946500 1948300, 946500 1948200, 946400 1948200))",1772.75
다사467452,219.00,219.0,"POLYGON ((946700 1945200, 946700 1945300, 946800 1945300, 946800 1945200, 946700 1945200))",652.125
다사474485,500.00,500.0,"POLYGON ((947400 1948500, 947400 1948600, 947500 1948600, 947500 1948500, 947400 1948500))",708.625
다사464489,74.00,74.0,"POLYGON ((946400 1948900, 946400 1949000, 946500 1949000, 946500 1948900, 946400 1948900))",366.875
다사472463,25.00,25.0,"POLYGON ((947200 1946300, 947200 1946400, 947300 1946400, 947300 1946300, 947200 1946300))",80.25
다사474456,138.00,138.0,"POLYGON ((947400 1945600, 947400 1945700, 947500 1945700, 947500 1945600, 947400 1945600))",389.5
다사483457,396.00,396.0,"POLYGON ((948300 1945700, 948300 1945800, 948400 1945800, 948400 1945700, 948300 1945700))",702.875
다사472432,83.00,83.0,"POLYGON ((947200 1943200, 947200 1943300, 947300 1943300, 947300 1943200, 947200 1943200))",332.625
다사472434,185.00,185.0,"POLYGON ((947200 1943400, 947200 1943500, 947300 1943500, 947300 1943400, 947200 1943400))",430.0
다사466438,163.00,163.0,"POLYGON ((946600 1943800, 946600 1943900, 946700 1943900, 946700 1943800, 946600 1943800))",256.5
다사487447,135.00,135.0,"POLYGON ((948700 1944700, 948700 1944800, 948800 1944800, 948800 1944700, 948700 1944700))",283.0
다사475467,45.00,45.0,"POLYGON ((947500 1946700, 947500 1946800, 947600 1946800, 947600 1946700, 947500 1946700))",142.25
다사471442,130.00,130.0,"POLYGON ((947100 1944200, 947100 1944300, 947200 1944300, 947200 1944200, 947100 1944200))",525.75
다사461474,42.00,42.0,"POLYGON ((946100 1947400, 946100 1947500, 946200 1947500, 946200 1947400, 946100 1947400))",165.5
다사477441,172.00,172.0,"POLYGON ((947700 1944100, 947700 1944200, 947800 1944200, 947800 1944100, 947700 1944100))",457.75
다사461470,102.00,102.0,"POLYGON ((946100 1947000, 946100 1947100, 946200 1947100, 946200 1947000, 946100 1947000))",227.75
다사473479,468.00,468.0,"POLYGON ((947300 1947900, 947300 1948000, 947400 1948000, 947400 1947900, 947300 1947900))",933.75
다사472442,242.00,242.0,"POLYGON ((947200 1944200, 947200 1944300, 947300 1944300, 947300 1944200, 947200 1944200))",612.375
다사478456,388.00,388.0,"POLYGON ((947800 1945600, 947800 1945700, 947900 1945700, 947900 1945600, 947800 1945600))",651.625
다사483458,384.00,384.0,"POLYGON ((948300 1945800, 948300 1945900, 948400 1945900, 948400 1945800, 948300 1945800))",684.5
다사468471,429.00,429.0,"POLYGON ((946800 1947100, 946800 1947200, 946900 1947200, 946900 1947100, 946800 1947100))",758.25
다사489459,166.00,166.0,"POLYGON ((948900 1945900, 948900 1946000, 949000 1946000, 949000 1945900, 948900 1945900))",447.125
다사461461,128.00,128.0,"POLYGON ((946100 1946100, 946100 1946200, 946200 1946200, 946200 1946100, 946100 1946100))",418.25
다사473459,856.00,856.0,"POLYGON ((947300 1945900, 947300 1946000, 947400 1946000, 947400 1945900, 947300 1945900))",1397.0
다사487446,40.00,40.0,"POLYGON ((948700 1944600, 948700 1944700, 948800 1944700, 948800 1944600, 948700 1944600))",178.0
다사471454,152.00,152.0,"POLYGON ((947100 1945400, 947100 1945500, 947200 1945500, 947200 1945400, 947100 1945400))",448.0
다사475461,362.00,362.0,"POLYGON ((947500 1946100, 947500 1946200, 947600 1946200, 947600 1946100, 947500 1946100))",684.875
다사489460,144.00,144.0,"POLYGON ((948900 1946000, 948900 1946100, 949000 1946100, 949000 1946000, 948900 1946000))",422.0
다사478463,382.00,382.0,"POLYGON ((947800 1946300, 947800 1946400, 947900 1946400, 947900 1946300, 947800 1946300))",504.0
다사485454,304.00,304.0,"POLYGON ((948500 1945400, 948500 1945500, 948600 1945500, 948600 1945400, 948500 1945400))",626.0
다사471487,46.00,46.0,"POLYGON ((947100 1948700, 947100 1948800, 947200 1948800, 947200 1948700, 947100 1948700))",158.5
다사480463,6.00,6.0,"POLYGON ((948000 1946300, 948000 1946400, 948100 1946400, 948100 1946300, 948000 1946300))",199.375
다사474457,416.00,416.0,"POLYGON ((947400 1945700, 947400 1945800, 947500 1945800, 947500 1945700, 947400 1945700))",641.375
다사467446,N/A,0.0,"POLYGON ((946700 1944600, 946700 1944700, 946800 1944700, 946800 1944600, 946700 1944600))",155.125
다사463466,968.00,968.0,"POLYGON ((946300 1946600, 946300 1946700, 946400 1946700, 946400 1946600, 946300 1946600))",1279.75
다사482459,175.00,175.0,"POLYGON ((948200 1945900, 948200 1946000, 948300 1946000, 948300 1945900, 948200 1945900))",454.25
다사500472,263.00,263.0,"POLYGON ((950000 1947200, 950000 1947300, 950100 1947300, 950100 1947200, 950000 1947200))",467.625
다사491480,26.00,26.0,"POLYGON ((949100 1948000, 949100 1948100, 949200 1948100, 949200 1948000, 949100 1948000))",123.625
다사462489,N/A,0.0,"POLYGON ((946200 1948900, 946200 1949000, 946300 1949000, 946300 1948900, 946200 1948900))",146.875
다사473468,47.00,47.0,"POLYGON ((947300 1946800, 947300 1946900, 947400 1946900, 947400 1946800, 947300 1946800))",168.125
다사481461,270.00,270.0,"POLYGON ((948100 1946100, 948100 1946200, 948200 1946200, 948200 1946100, 948100 1946100))",631.25
다사476437,35.00,35.0,"POLYGON ((947600 1943700, 947600 1943800, 947700 1943800, 947700 1943700, 947600 1943700))",140.57142857142858
다사462460,561.00,561.0,"POLYGON ((946200 1946000, 946200 1946100, 946300 1946100, 946300 1946000, 946200 1946000))",635.125
다사469487,215.00,215.0,"POLYGON ((946900 1948700, 946900 1948800, 947000 1948800, 947000 1948700, 946900 1948700))",332.75
다사468454,387.00,387.0,"POLYGON ((946800 1945400, 946800 1945500, 946900 1945500, 946900 1945400, 946800 1945400))",650.5
다사470467,8.00,8.0,"POLYGON ((947000 1946700, 947000 1946800, 947100 1946800, 947100 1946700, 947000 1946700))",258.125
다사469465,439.00,439.0,"POLYGON ((946900 1946500, 946900 1946600, 947000 1946600, 947000 1946500, 946900 1946500))",646.875
다사478466,76.00,76.0,"POLYGON ((947800 1946600, 947800 1946700, 947900 1946700, 947900 1946600, 947800 1946600))",192.25
다사474465,65.00,65.0,"POLYGON ((947400 1946500, 947400 1946600, 947500 1946600, 947500 1946500, 947400 1946500))",112.25
다사461492,177.00,177.0,"POLYGON ((946100 1949200, 946100 1949300, 946200 1949300, 946200 1949200, 946100 1949200))",575.625
다사475446,63.00,63.0,"POLYGON ((947500 1944600, 947500 1944700, 947600 1944700, 947600 1944600, 947500 1944600))",247.625
다사487452,N/A,0.0,"POLYGON ((948700 1945200, 948700 1945300, 948800 1945300, 948800 1945200, 948700 1945200))",272.875
다사467455,504.00,504.0,"POLYGON ((946700 1945500, 946700 1945600, 946800 1945600, 946800 1945500, 946700 1945500))",876.75
다사469482,316.00,316.0,"POLYGON ((946900 1948200, 946900 1948300, 947000 1948300, 947000 1948200, 946900 1948200))",632.125
다사471449,461.00,461.0,"POLYGON ((947100 1944900, 947100 1945000, 947200 1945000, 947200 1944900, 947100 1944900))",778.625
다사464473,428.00,428.0,"POLYGON ((946400 1947300, 946400 1947400, 946500 1947400, 946500 1947300, 946400 1947300))",762.5
다사488459,736.00,736.0,"POLYGON ((948800 1945900, 948800 1946000, 948900 1946000, 948900 1945900, 948800 1945900))",1070.375
다사488457,416.00,416.0,"POLYGON ((948800 1945700, 948800 1945800, 948900 1945800, 948900 1945700, 948800 1945700))",758.875
다사481457,417.00,417.0,"POLYGON ((948100 1945700, 948100 1945800, 948200 1945800, 948200 1945700, 948100 1945700))",714.75
다사473450,380.00,380.0,"POLYGON ((947300 1945000, 947300 1945100, 947400 1945100, 947400 1945000, 947300 1945000))",654.5
다사464475,340.00,340.0,"POLYGON ((946400 1947500, 946400 1947600, 946500 1947600, 946500 1947500, 946400 1947500))",514.0
다사470463,10.00,10.0,"POLYGON ((947000 1946300, 947000 1946400, 947100 1946400, 947100 1946300, 947000 1946300))",19.25
다사487470,167.00,167.0,"POLYGON ((948700 1947000, 948700 1947100, 948800 1947100, 948800 1947000, 948700 1947000))",337.25
다사467486,54.00,54.0,"POLYGON ((946700 1948600, 946700 1948700, 946800 1948700, 946800 1948600, 946700 1948600))",214.0
다사465482,638.00,638.0,"POLYGON ((946500 1948200, 946500 1948300, 946600 1948300, 946600 1948200, 946500 1948200))",1037.0
다사477449,236.00,236.0,"POLYGON ((947700 1944900, 947700 1945000, 947800 1945000, 947800 1944900, 947700 1944900))",681.125
다사473465,30.00,30.0,"POLYGON ((947300 1946500, 947300 1946600, 947400 1946600, 947400 1946500, 947300 1946500))",79.125
다사473442,502.00,502.0,"POLYGON ((947300 1944200, 947300 1944300, 947400 1944300, 947400 1944200, 947300 1944200))",899.875
다사464443,426.00,426.0,"POLYGON ((946400 1944300, 946400 1944400, 946500 1944400, 946500 1944300, 946400 1944300))",698.8
다사458466,393.00,393.0,"POLYGON ((945800 1946600, 945800 1946700, 945900 1946700, 945900 1946600, 945800 1946600))",878.25
다사473452,280.00,280.0,"POLYGON ((947300 1945200, 947300 1945300, 947400 1945300, 947400 1945200, 947300 1945200))",657.625
다사469471,445.00,445.0,"POLYGON ((946900 1947100, 946900 1947200, 947000 1947200, 947000 1947100, 946900 1947100))",725.375
다사465449,882.00,882.0,"POLYGON ((946500 1944900, 946500 1945000, 946600 1945000, 946600 1944900, 946500 1944900))",1166.125
다사476436,13.00,13.0,"POLYGON ((947600 1943600, 947600 1943700, 947700 1943700, 947700 1943600, 947600 1943600))",94.83333333333331
다사469461,N/A,0.0,"POLYGON ((946900 1946100, 946900 1946200, 947000 1946200, 947000 1946100, 946900 1946100))",35.125
다사456464,77.00,77.0,"POLYGON ((945600 1946400, 945600 1946500, 945700 1946500, 945700 1946400, 945600 1946400))",277.75
다사458471,602.00,602.0,"POLYGON ((945800 1947100, 945800 1947200, 945900 1947200, 945900 1947100, 945800 1947100))",913.375
다사471440,356.00,356.0,"POLYGON ((947100 1944000, 947100 1944100, 947200 1944100, 947200 1944000, 947100 1944000))",707.5
다사460467,298.00,298.0,"POLYGON ((946000 1946700, 946000 1946800, 946100 1946800, 946100 1946700, 946000 1946700))",592.0
다사474468,45.00,45.0,"POLYGON ((947400 1946800, 947400 1946900, 947500 1946900, 947500 1946800, 947400 1946800))",151.25
다사461497,,0.0,"POLYGON ((946100 1949700, 946100 1949800, 946200 1949800, 946200 1949700, 946100 1949700))",5.75
다사451468,,0.0,"POLYGON ((945100 1946800, 945100 1946900, 945200 1946900, 945200 1946800, 945100 1946800))",0.0
다사480478,,0.0,"POLYGON ((948000 1947800, 948000 1947900, 948100 1947900, 948100 1947800, 948000 1947800))",0.0
다사491465,,0.0,"POLYGON ((949100 1946500, 949100 1946600, 949200 1946600, 949200 1946500, 949100 1946500))",114.375
다사479479,,0.0,"POLYGON ((947900 1947900, 947900 1948000, 948000 1948000, 948000 1947900, 947900 1947900))",35.25
다사467461,,0.0,"POLYGON ((946700 1946100, 946700 1946200, 946800 1946200, 946800 1946100, 946700 1946100))",14.875
다사471491,,0.0,"POLYGON ((947100 1949100, 947100 1949200, 947200 1949200, 947200 1949100, 947100 1949100))",0.0
다사468499,,0.0,"POLYGON ((946800 1949900, 946800 1950000, 946900 1950000, 946900 1949900, 946800 1949900))",0.0
다사458504,,0.0,"POLYGON ((945800 1950400, 945800 1950500, 945900 1950500, 945900 1950400, 945800 1950400))",0.0
다사460489,,0.0,"POLYGON ((946000 1948900, 946000 1949000, 946100 1949000, 946100 1948900, 946000 1948900))",64.625
다사488471,,0.0,"POLYGON ((948800 1947100, 948800 1947200, 948900 1947200, 948900 1947100, 948800 1947100))",127.375
다사477483,,0.0,"POLYGON ((947700 1948300, 947700 1948400, 947800 1948400, 947800 1948300, 947700 1948300))",0.0
다사455496,,0.0,"POLYGON ((945500 1949600, 945500 1949700, 945600 1949700, 945600 1949600, 945500 1949600))",0.0
다사493464,,0.0,"POLYGON ((949300 1946400, 949300 1946500, 949400 1946500, 949400 1946400, 949300 1946400))",12.0
다사469439,,0.0,"POLYGON ((946900 1943900, 946900 1944000, 947000 1944000, 947000 1943900, 946900 1943900))",177.5
다사486477,,0.0,"POLYGON ((948600 1947700, 948600 1947800, 948700 1947800, 948700 1947700, 948600 1947700))",33.125
다사469488,,0.0,"POLYGON ((946900 1948800, 946900 1948900, 947000 1948900, 947000 1948800, 946900 1948800))",132.125
다사495478,,0.0,"POLYGON ((949500 1947800, 949500 1947900, 949600 1947900, 949600 1947800, 949500 1947800))",0.0
다사506470,,0.0,"POLYGON ((950600 1947000, 950600 1947100, 950700 1947100, 950700 1947000, 950600 1947000))",0.0
다사459460,,0.0,"POLYGON ((945900 1946000, 945900 1946100, 946000 1946100, 946000 1946000, 945900 1946000))",74.4
다사485455,,0.0,"POLYGON ((948500 1945500, 948500 1945600, 948600 1945600, 948600 1945500, 948500 1945500))",276.625
다사468497,,0.0,"POLYGON ((946800 1949700, 946800 1949800, 946900 1949800, 946900 1949700, 946800 1949700))",0.0
다사468460,,0.0,"POLYGON ((946800 1946000, 946800 1946100, 946900 1946100, 946900 1946000, 946800 1946000))",76.0
다사485465,,0.0,"POLYGON ((948500 1946500, 948500 1946600, 948600 1946600, 948600 1946500, 948500 1946500))",176.25
다사478477,,0.0,"POLYGON ((947800 1947700, 947800 1947800, 947900 1947800, 947900 1947700, 947800 1947700))",224.875
다사463483,,0.0,"POLYGON ((946300 1948300, 946300 1948400, 946400 1948400, 946400 1948300, 946300 1948300))",445.625
다사482451,,0.0,"POLYGON ((948200 1945100, 948200 1945200, 948300 1945200, 948300 1945100, 948200 1945100))",184.125
다사492489,,0.0,"POLYGON ((949200 1948900, 949200 1949000, 949300 1949000, 949300 1948900, 949200 1948900))",0.0
다사465497,,0.0,"POLYGON ((946500 1949700, 946500 1949800, 946600 1949800, 946600 1949700, 946500 1949700))",0.0
다사482483,,0.0,"POLYGON ((948200 1948300, 948200 1948400, 948300 1948400, 948300 1948300, 948200 1948300))",0.0
다사453466,,0.0,"POLYGON ((945300 1946600, 945300 1946700, 945400 1946700, 945400 1946600, 945300 1946600))",197.0
다사502475,,0.0,"POLYGON ((950200 1947500, 950200 1947600, 950300 1947600, 950300 1947500, 950200 1947500))",0.0
다사491490,,0.0,"POLYGON ((949100 1949000, 949100 1949100, 949200 1949100, 949200 1949000, 949100 1949000))",0.0
다사495488,,0.0,"POLYGON ((949500 1948800, 949500 1948900, 949600 1948900, 949600 1948800, 949500 1948800))",0.0
다사499479,,0.0,"POLYGON ((949900 1947900, 949900 1948000, 950000 1948000, 950000 1947900, 949900 1947900))",0.0
다사473486,,0.0,"POLYGON ((947300 1948600, 947300 1948700, 947400 1948700, 947400 1948600, 947300 1948600))",102.375
다사452508,,0.0,"POLYGON ((945200 1950800, 945200 1950900, 945300 1950900, 945300 1950800, 945200 1950800))",0.0
다사461477,,0.0,"POLYGON ((946100 1947700, 946100 1947800, 946200 1947800, 946200 1947700, 946100 1947700))",100.5
다사494463,,0.0,"POLYGON ((949400 1946300, 949400 1946400, 949500 1946400, 949500 1946300, 949400 1946300))",1.1666666666666665
다사505483,,0.0,"POLYGON ((950500 1948300, 950500 1948400, 950600 1948400, 950600 1948300, 950500 1948300))",0.0
다사470488,,0.0,"POLYGON ((947000 1948800, 947000 1948900, 947100 1948900, 947100 1948800, 947000 1948800))",81.0
다사512465,,0.0,"POLYGON ((951200 1946500, 951200 1946600, 951300 1946600, 951300 1946500, 951200 1946500))",0.0
다사464499,,0.0,"POLYGON ((946400 1949900, 946400 1950000, 946500 1950000, 946500 1949900, 946400 1949900))",0.0
다사488466,,0.0,"POLYGON ((948800 1946600, 948800 1946700, 948900 1946700, 948900 1946600, 948800 1946600))",0.0
다사486492,,0.0,"POLYGON ((948600 1949200, 948600 1949300, 948700 1949300, 948700 1949200, 948600 1949200))",0.0
다사458462,,0.0,"POLYGON ((945800 1946200, 945800 1946300, 945900 1946300, 945900 1946200, 945800 1946200))",51.125
다사494481,,0.0,"POLYGON ((949400 1948100, 949400 1948200, 949500 1948200, 949500 1948100, 949400 1948100))",0.0
다사459502,,0.0,"POLYGON ((945900 1950200, 945900 1950300, 946000 1950300, 946000 1950200, 945900 1950200))",0.0
다사475490,,0.0,"POLYGON ((947500 1949000, 947500 1949100, 947600 1949100, 947600 1949000, 947500 1949000))",0.0
다사461502,,0.0,"POLYGON ((946100 1950200, 946100 1950300, 946200 1950300, 946200 1950200, 946100 1950200))",0.0
다사498487,,0.0,"POLYGON ((949800 1948700, 949800 1948800, 949900 1948800, 949900 1948700, 949800 1948700))",0.0
다사484484,,0.0,"POLYGON ((948400 1948400, 948400 1948500, 948500 1948500, 948500 1948400, 948400 1948400))",0.0
다사505479,,0.0,"POLYGON ((950500 1947900, 950500 1948000, 950600 1948000, 950600 1947900, 950500 1947900))",0.0
다사475463,,0.0,"POLYGON ((947500 1946300, 947500 1946400, 947600 1946400, 947600 1946300, 947500 1946300))",114.25
다사464440,,0.0,"POLYGON ((946400 1944000, 946400 1944100, 946500 1944100, 946500 1944000, 946400 1944000))",164.25
다사509467,,0.0,"POLYGON ((950900 1946700, 950900 1946800, 951000 1946800, 951000 1946700, 950900 1946700))",0.0
다사498485,,0.0,"POLYGON ((949800 1948500, 949800 1948600, 949900 1948600, 949900 1948500, 949800 1948500))",0.0
다사500488,,0.0,"POLYGON ((950000 1948800, 950000 1948900, 950100 1948900, 950100 1948800, 950000 1948800))",0.0
다사458499,,0.0,"POLYGON ((945800 1949900, 945800 1950000, 945900 1950000, 945900 1949900, 945800 1949900))",0.0
다사458492,,0.0,"POLYGON ((945800 1949200, 945800 1949300, 945900 1949300, 945900 1949200, 945800 1949200))",0.0
다사455503,,0.0,"POLYGON ((945500 1950300, 945500 1950400, 945600 1950400, 945600 1950300, 945500 1950300))",0.0
다사493482,,0.0,"POLYGON ((949300 1948200, 949300 1948300, 949400 1948300, 949400 1948200, 949300 1948200))",0.0
다사459488,,0.0,"POLYGON ((945900 1948800, 945900 1948900, 946000 1948900, 946000 1948800, 945900 1948800))",0.0
다사511473,,0.0,"POLYGON ((951100 1947300, 951100 1947400, 951200 1947400, 951200 1947300, 951100 1947300))",0.0
다사500487,,0.0,"POLYGON ((950000 1948700, 950000 1948800, 950100 1948800, 950100 1948700, 950000 1948700))",0.0
다사498465,,0.0,"POLYGON ((949800 1946500, 949800 1946600, 949900 1946600, 949900 1946500, 949800 1946500))",102.0
다사502488,,0.0,"POLYGON ((950200 1948800, 950200 1948900, 950300 1948900, 950300 1948800, 950200 1948800))",0.0
다사481483,,0.0,"POLYGON ((948100 1948300, 948100 1948400, 948200 1948400, 948200 1948300, 948100 1948300))",0.0
다사505465,,0.0,"POLYGON ((950500 1946500, 950500 1946600, 950600 1946600, 950600 1946500, 950500 1946500))",0.0
다사502477,,0.0,"POLYGON ((950200 1947700, 950200 1947800, 950300 1947800, 950300 1947700, 950200 1947700))",0.0
다사478464,,0.0,"POLYGON ((947800 1946400, 947800 1946500, 947900 1946500, 947900 1946400, 947800 1946400))",124.75
다사511481,,0.0,"POLYGON ((951100 1948100, 951100 1948200, 951200 1948200, 951200 1948100, 951100 1948100))",0.0
다사480485,,0.0,"POLYGON ((948000 1948500, 948000 1948600, 948100 1948600, 948100 1948500, 948000 1948500))",0.0
다사512467,,0.0,"POLYGON ((951200 1946700, 951200 1946800, 951300 1946800, 951300 1946700, 951200 1946700))",0.0
다사501482,,0.0,"POLYGON ((950100 1948200, 950100 1948300, 950200 1948300, 950200 1948200, 950100 1948200))",0.0
다사452504,,0.0,"POLYGON ((945200 1950400, 945200 1950500, 945300 1950500, 945300 1950400, 945200 1950400))",0.0
다사509477,,0.0,"POLYGON ((950900 1947700, 950900 1947800, 951000 1947800, 951000 1947700, 950900 1947700))",0.0
다사508468,,0.0,"POLYGON ((950800 1946800, 950800 1946900, 950900 1946900, 950900 1946800, 950800 1946800))",0.0
다사477464,,0.0,"POLYGON ((947700 1946400, 947700 1946500, 947800 1946500, 947800 1946400, 947700 1946400))",113.25
