gid,lbl,val,geometry,result
다사477457,335.00,335.0,"POLYGON ((947700 1945700, 947700 1945800, 947800 1945800, 947800 1945700, 947700 1945700))",592.125
다사466486,589.00,589.0,"POLYGON ((946600 1948600, 946600 1948700, 946700 1948700, 946700 1948600, 946600 1948600))",712.75
다사487463,344.00,344.0,"POLYGON ((948700 1946300, 948700 1946400, 948800 1946400, 948800 1946300, 948700 1946300))",649.625
다사470438,290.00,290.0,"POLYGON ((947000 1943800, 947000 1943900, 947100 1943900, 947100 1943800, 947000 1943800))",456.625
다사499468,233.00,233.0,"POLYGON ((949900 1946800, 949900 1946900, 950000 1946900, 950000 1946800, 949900 1946800))",544.125
다사456465,497.00,497.0,"POLYGON ((945600 1946500, 945600 1946600, 945700 1946600, 945700 1946500, 945600 1946500))",801.75
다사464456,198.00,198.0,"POLYGON ((946400 1945600, 946400 1945700, 946500 1945700, 946500 1945600, 946400 1945600))",580.5
다사467485,231.00,231.0,"POLYGON ((946700 1948500, 946700 1948600, 946800 1948600, 946800 1948500, 946700 1948500))",354.375
다사462491,1067.00,1067.0,"POLYGON ((946200 1949100, 946200 1949200, 946300 1949200, 946300 1949100, 946200 1949100))",1435.75
다사471433,166.00,166.0,"POLYGON ((947100 1943300, 947100 1943400, 947200 1943400, 947200 1943300, 947100 1943300))",418.25
다사464444,444.00,444.0,"POLYGON ((946400 1944400, 946400 1944500, 946500 1944500, 946500 1944400, 946400 1944400))",686.6
다사462481,753.00,753.0,"POLYGON ((946200 1948100, 946200 1948200, 946300 1948200, 946300 1948100, 946200 1948100))",957.375
다사466441,188.00,188.0,"POLYGON ((946600 1944100, 946600 1944200, 946700 1944200, 946700 1944100, 946600 1944100))",413.625
다사475442,333.00,333.0,"POLYGON ((947500 1944200, 947500 1944300, 947600 1944300, 947600 1944200, 947500 1944200))",678.25
다사487461,297.00,297.0,"POLYGON ((948700 1946100, 948700 1946200, 948800 1946200, 948800 1946100, 948700 1946100))",618.625
다사468432,278.00,278.0,"POLYGON ((946800 1943200, 946800 1943300, 946900 1943300, 946900 1943200, 946800 1943200))",482.71428571428567
다사472473,588.00,588.0,"POLYGON ((947200 1947300, 947200 1947400, 947300 1947400, 947300 1947300, 947200 1947300))",906.5
다사465439,65.00,65.0,"POLYGON ((946500 1943900, 946500 1944000, 946600 1944000, 946600 1943900, 946500 1943900))",164.83333333333331
다사490463,326.00,326.0,"POLYGON ((949000 1946300, 949000 1946400, 949100 1946400, 949100 1946300, 949000 1946300))",510.375
다사473477,134.00,134.0,"POLYGON ((947300 1947700, 947300 1947800, 947400 1947800, 947400 1947700, 947300 1947700))",413.625
다사479454,76.00,76.0,"POLYGON ((947900 1945400, 947900 1945500, 948000 1945500, 948000 1945400, 947900 1945400))",294.25
다사471437,146.00,146.0,"POLYGON ((947100 1943700, 947100 1943800, 947200 1943800, 947200 1943700, 947100 1943700))",356.125
다사470444,231.00,231.0,"POLYGON ((947000 1944400, 947000 1944500, 947100 1944500, 947100 1944400, 947000 1944400))",498.5
다사470470,149.00,149.0,"POLYGON ((947000 1947000, 947000 1947100, 947100 1947100, 947100 1947000, 947000 1947000))",375.875
다사466449,45.00,45.0,"POLYGON ((946600 1944900, 946600 1945000, 946700 1945000, 946700 1944900, 946600 1944900))",380.625
다사471438,242.00,242.0,"POLYGON ((947100 1943800, 947100 1943900, 947200 1943900, 947200 1943800, 947100 1943800))",457.125
다사473456,354.00,354.0,"POLYGON ((947300 1945600, 947300 1945700, 947400 1945700, 947400 1945600, 947300 1945600))",639.75
다사468435,240.00,240.0,"POLYGON ((946800 1943500, 946800 1943600, 946900 1943600, 946900 1943500, 946800 1943500))",514.125
다사488454,668.00,668.0,"POLYGON ((948800 1945400, 948800 1945500, 948900 1945500, 948900 1945400, 948800 1945400))",900.0
다사473483,323.00,323.0,"POLYGON ((947300 1948300, 947300 1948400, 947400 1948400, 947400 1948300, 947300 1948300))",709.75
다사473464,39.00,39.0,"POLYGON ((947300 1946400, 947300 1946500, 947400 1946500, 947400 1946400, 947300 1946400))",148.625
다사486478,N/A,0.0,"POLYGON ((948600 1947800, 948600 1947900, 948700 1947900, 948700 1947800, 948600 1947800))",34.5
다사489452,19.00,19.0,"POLYGON ((948900 1945200, 948900 1945300, 949000 1945300, 949000 1945200, 948900 1945200))",142.0
다사477476,669.00,669.0,"POLYGON ((947700 1947600, 947700 1947700, 947800 1947700, 947800 1947600, 947700 1947600))",941.25
다사477474,353.00,353.0,"POLYGON ((947700 1947400, 947700 1947500, 947800 1947500, 947800 1947400, 947700 1947400))",724.125
다사455467,748.00,748.0,"POLYGON ((945500 1946700, 945500 1946800, 945600 1946800, 945600 1946700, 945500 1946700))",1366.5
다사477463,439.00,439.0,"POLYGON ((947700 1946300, 947700 1946400, 947800 1946400, 947800 1946300, 947700 1946300))",575.125
다사465456,358.00,358.0,"POLYGON ((946500 1945600, 946500 1945700, 946600 1945700, 946600 1945600, 946500 1945600))",916.0
다사455473,514.00,514.0,"POLYGON ((945500 1947300, 945500 1947400, 945600 1947400, 945600 1947300, 945500 1947300))",884.75
다사473436,293.00,293.0,"POLYGON ((947300 1943600, 947300 1943700, 947400 1943700, 947400 1943600, 947300 1943600))",538.75
다사491481,395.00,395.0,"POLYGON ((949100 1948100, 949100 1948200, 949200 1948200, 949200 1948100, 949100 1948100))",398.25
다사464471,17.00,17.0,"POLYGON ((946400 1947100, 946400 1947200, 946500 1947200, 946500 1947100, 946400 1947100))",352.375
다사483444,419.00,419.0,"POLYGON ((948300 1944400, 948300 1944500, 948400 1944500, 948400 1944400, 948300 1944400))",696.5
다사472477,703.00,703.0,"POLYGON ((947200 1947700, 947200 1947800, 947300 1947800, 947300 1947700, 947200 1947700))",1095.5
다사477480,652.00,652.0,"POLYGON ((947700 1948000, 947700 1948100, 947800 1948100, 947800 1948000, 947700 1948000))",927.875
다사470474,650.00,650.0,"POLYGON ((947000 1947400, 947000 1947500, 947100 1947500, 947100 1947400, 947000 1947400))",1068.5
다사504470,N/A,0.0,"POLYGON ((950400 1947000, 950400 1947100, 950500 1947100, 950500 1947000, 950400 1947000))",159.875
다사462464,6.00,6.0,"POLYGON ((946200 1946400, 946200 1946500, 946300 1946500, 946300 1946400, 946200 1946400))",177.875
다사497476,602.00,602.0,"POLYGON ((949700 1947600, 949700 1947700, 949800 1947700, 949800 1947600, 949700 1947600))",894.625
다사472456,432.00,432.0,"POLYGON ((947200 1945600, 947200 1945700, 947300 1945700, 947300 1945600, 947200 1945600))",701.75
다사466442,199.00,199.0,"POLYGON ((946600 1944200, 946600 1944300, 946700 1944300, 946700 1944200, 946600 1944200))",446.375
다사467442,151.00,151.0,"POLYGON ((946700 1944200, 946700 1944300, 946800 1944300, 946800 1944200, 946700 1944200))",310.75
다사466457,697.00,697.0,"POLYGON ((946600 1945700, 946600 1945800, 946700 1945800, 946700 1945700, 946600 1945700))",1048.875
다사469474,614.00,614.0,"POLYGON ((946900 1947400, 946900 1947500, 947000 1947500, 947000 1947400, 946900 1947400))",1032.0
다사471473,429.00,429.0,"POLYGON ((947100 1947300, 947100 1947400, 947200 1947400, 947200 1947300, 947100 1947300))",869.75
다사454471,661.00,661.0,"POLYGON ((945400 1947100, 945400 1947200, 945500 1947200, 945500 1947100, 945400 1947100))",819.125
다사474458,305.00,305.0,"POLYGON ((947400 1945800, 947400 1945900, 947500 1945900, 947500 1945800, 947400 1945800))",729.5
다사463471,70.00,70.0,"POLYGON ((946300 1947100, 946300 1947200, 946400 1947200, 946400 1947100, 946300 1947100))",350.625
다사482464,65.00,65.0,"POLYGON ((948200 1946400, 948200 1946500, 948300 1946500, 948300 1946400, 948200 1946400))",385.25
다사476477,845.00,845.0,"POLYGON ((947600 1947700, 947600 1947800, 947700 1947800, 947700 1947700, 947600 1947700))",1201.0
다사480456,288.00,288.0,"POLYGON ((948000 1945600, 948000 1945700, 948100 1945700, 948100 1945600, 948000 1945600))",513.75
다사460468,15.00,15.0,"POLYGON ((946000 1946800, 946000 1946900, 946100 1946900, 946100 1946800, 946000 1946800))",346.875
다사484446,327.00,327.0,"POLYGON ((948400 1944600, 948400 1944700, 948500 1944700, 948500 1944600, 948400 1944600))",681.75
다사473449,118.00,118.0,"POLYGON ((947300 1944900, 947300 1945000, 947400 1945000, 947400 1944900, 947300 1944900))",443.625
다사469453,329.00,329.0,"POLYGON ((946900 1945300, 946900 1945400, 947000 1945400, 947000 1945300, 946900 1945300))",738.625
다사469459,367.00,367.0,"POLYGON ((946900 1945900, 946900 1946000, 947000 1946000, 947000 1945900, 946900 1945900))",655.25
다사478447,161.00,161.0,"POLYGON ((947800 1944700, 947800 1944800, 947900 1944800, 947900 1944700, 947800 1944700))",397.0
다사457466,744.00,744.0,"POLYGON ((945700 1946600, 945700 1946700, 945800 1946700, 945800 1946600, 945700 1946600))",1242.375
다사462473,231.00,231.0,"POLYGON ((946200 1947300, 946200 1947400, 946300 1947400, 946300 1947300, 946200 1947300))",379.0
다사473476,31.00,31.0,"POLYGON ((947300 1947600, 947300 1947700, 947400 1947700, 947400 1947600, 947300 1947600))",229.125
다사467451,482.00,482.0,"POLYGON ((946700 1945100, 946700 1945200, 946800 1945200, 946800 1945100, 946700 1945100))",855.75
다사466450,31.00,31.0,"POLYGON ((946600 1945000, 946600 1945100, 946700 1945100, 946700 1945000, 946600 1945000))",418.5
다사467482,443.00,443.0,"POLYGON ((946700 1948200, 946700 1948300, 946800 1948300, 946800 1948200, 946700 1948200))",707.375
다사468467,252.00,252.0,"POLYGON ((946800 1946700, 946800 1946800, 946900 1946800, 946900 1946700, 946800 1946700))",573.0
다사473473,27.00,27.0,"POLYGON ((947300 1947300, 947300 1947400, 947400 1947400, 947400 1947300, 947300 1947300))",301.125
다사464448,244.00,244.0,"POLYGON ((946400 1944800, 946400 1944900, 946500 1944900, 946500 1944800, 946400 1944800))",592.25
다사458477,473.00,473.0,"POLYGON ((945800 1947700, 945800 1947800, 945900 1947800, 945900 1947700, 945800 1947700))",747.25
다사465459,13.00,13.0,"POLYGON ((946500 1945900, 946500 1946000, 946600 1946000, 946600 1945900, 946500 1945900))",91.625
다사470455,148.00,148.0,"POLYGON ((947000 1945500, 947000 1945600, 947100 1945600, 947100 1945500, 947000 1945500))",410.75
다사477439,62.00,62.0,"POLYGON ((947700 1943900, 947700 1944000, 947800 1944000, 947800 1943900, 947700 1943900))",258.625
다사471435,313.00,313.0,"POLYGON ((947100 1943500, 947100 1943600, 947200 1943600, 947200 1943500, 947100 1943500))",558.125
다사475483,232.00,232.0,"POLYGON ((947500 1948300, 947500 1948400, 947600 1948400, 947600 1948300, 947500 1948300))",412.375
다사477447,9.00,9.0,"POLYGON ((947700 1944700, 947700 1944800, 947800 1944800, 947800 1944700, 947700 1944700))",218.5
다사479441,831.00,831.0,"POLYGON ((947900 1944100, 947900 1944200, 948000 1944200, 948000 1944100, 947900 1944100))",1157.0
다사488455,440.00,440.0,"POLYGON ((948800 1945500, 948800 1945600, 948900 1945600, 948900 1945500, 948800 1945500))",749.75
다사474454,410.00,410.0,"POLYGON ((947400 1945400, 947400 1945500, 947500 1945500, 947500 1945400, 947400 1945400))",758.0
다사482449,192.00,192.0,"POLYGON ((948200 1944900, 948200 1945000, 948300 1945000, 948300 1944900, 948200 1944900))",427.125
다사477478,451.00,451.0,"POLYGON ((947700 1947800, 947700 1947900, 947800 1947900, 947800 1947800, 947700 1947800))",790.125
다사475444,324.00,324.0,"POLYGON ((947500 1944400, 947500 1944500, 947600 1944500, 947600 1944400, 947500 1944400))",617.125
다사468480,174.00,174.0,"POLYGON ((946800 1948000, 946800 1948100, 946900 1948100, 946900 1948000, 946800 1948000))",493.625
다사468472,366.00,366.0,"POLYGON ((946800 1947200, 946800 1947300, 946900 1947300, 946900 1947200, 946800 1947200))",829.5
다사490459,107.00,107.0,"POLYGON ((949000 1945900, 949000 1946000, 949100 1946000, 949100 1945900, 949000 1945900))",235.25
다사475449,57.00,57.0,"POLYGON ((947500 1944900, 947500 1945000, 947600 1945000, 947600 1944900, 947500 1944900))",401.625
다사498466,816.00,816.0,"POLYGON ((949800 1946600, 949800 1946700, 949900 1946700, 949900 1946600, 949800 1946600))",1002.875
다사459466,376.00,376.0,"POLYGON ((945900 1946600, 945900 1946700, 946000 1946700, 946000 1946600, 945900 1946600))",707.5
다사481454,1096.00,1096.0,"POLYGON ((948100 1945400, 948100 1945500, 948200 1945500, 948200 1945400, 948100 1945400))",1482.125
다사456469,186.00,186.0,"POLYGON ((945600 1946900, 945600 1947000, 945700 1947000, 945700 1946900, 945600 1946900))",529.5
다사491461,17.00,17.0,"POLYGON ((949100 1946100, 949100 1946200, 949200 1946200, 949200 1946100, 949100 1946100))",168.125
다사486470,232.00,232.0,"POLYGON ((948600 1947000, 948600 1947100, 948700 1947100, 948700 1947000, 948600 1947000))",269.5
다사460466,258.00,258.0,"POLYGON ((946000 1946600, 946000 1946700, 946100 1946700, 946100 1946600, 946000 1946600))",573.25
다사486452,637.00,637.0,"POLYGON ((948600 1945200, 948600 1945300, 948700 1945300, 948700 1945200, 948600 1945200))",796.0
다사464470,459.00,459.0,"POLYGON ((946400 1947000, 946400 1947100, 946500 1947100, 946500 1947000, 946400 1947000))",584.25
다사466487,78.00,78.0,"POLYGON ((946600 1948700, 946600 1948800, 946700 1948800, 946700 1948700, 946600 1948700))",364.375
다사479465,127.00,127.0,"POLYGON ((947900 1946500, 947900 1946600, 948000 1946600, 948000 1946500, 947900 1946500))",232.75
다사479474,106.00,106.0,"POLYGON ((947900 1947400, 947900 1947500, 948000 1947500, 948000 1947400, 947900 1947400))",214.875
다사462465,112.00,112.0,"POLYGON ((946200 1946500, 946200 1946600, 946300 1946600, 946300 1946500, 946200 1946500))",508.75
다사492469,1197.00,1197.0,"POLYGON ((949200 1946900, 949200 1947000, 949300 1947000, 949300 1946900, 949200 1946900))",1347.75
다사485450,1197.00,1197.0,"POLYGON ((948500 1945000, 948500 1945100, 948600 1945100, 948600 1945000, 948500 1945000))",1497.25
다사475474,81.00,81.0,"POLYGON ((947500 1947400, 947500 1947500, 947600 1947500, 947600 1947400, 947500 1947400))",401.375
다사472482,422.00,422.0,"POLYGON ((947200 1948200, 947200 1948300, 947300 1948300, 947300 1948200, 947200 1948200))",1036.0
다사487477,N/A,0.0,"POLYGON ((948700 1947700, 948700 1947800, 948800 1947800, 948800 1947700, 948700 1947700))",6.125
다사481445,136.00,136.0,"POLYGON ((948100 1944500, 948100 1944600, 948200 1944600, 948200 1944500, 948100 1944500))",426.75
다사468487,151.00,151.0,"POLYGON ((946800 1948700, 946800 1948800, 946900 1948800, 946900 1948700, 946800 1948700))",304.125
다사490457,17.00,17.0,"POLYGON ((949000 1945700, 949000 1945800, 949100 1945800, 949100 1945700, 949000 1945700))",175.85714285714286
다사484464,350.00,350.0,"POLYGON ((948400 1946400, 948400 1946500, 948500 1946500, 948500 1946400, 948400 1946400))",489.75
다사467464,281.00,281.0,"POLYGON ((946700 1946400, 946700 1946500, 946800 1946500, 946800 1946400, 946700 1946400))",612.625
다사488460,352.00,352.0,"POLYGON ((948800 1946000, 948800 1946100, 948900 1946100, 948900 1946000, 948800 1946000))",719.375
다사466458,259.00,259.0,"POLYGON ((946600 1945800, 946600 1945900, 946700 1945900, 946700 1945800, 946600 1945800))",540.5
다사476452,590.00,590.0,"POLYGON ((947600 1945200, 947600 1945300, 947700 1945300, 947700 1945200, 947600 1945200))",896.625
다사486457,177.00,177.0,"POLYGON ((948600 1945700, 948600 1945800, 948700 1945800, 948700 1945700, 948600 1945700))",407.25
다사476459,383.00,383.0,"POLYGON ((947600 1945900, 947600 1946000, 947700 1946000, 947700 1945900, 947600 1945900))",697.625
다사482467,280.00,280.0,"POLYGON ((948200 1946700, 948200 1946800, 948300 1946800, 948300 1946700, 948200 1946700))",458.375
다사489453,56.00,56.0,"POLYGON ((948900 1945300, 948900 1945400, 949000 1945400, 949000 1945300, 948900 1945300))",307.3333333333333
다사476471,103.00,103.0,"POLYGON ((947600 1947100, 947600 1947200, 947700 1947200, 947700 1947100, 947600 1947100))",453.125
다사486475,597.00,597.0,"POLYGON ((948600 1947500, 948600 1947600, 948700 1947600, 948700 1947500, 948600 1947500))",662.5
다사484459,279.00,279.0,"POLYGON ((948400 1945900, 948400 1946000, 948500 1946000, 948500 1945900, 948400 1945900))",525.0
다사469442,352.00,352.0,"POLYGON ((946900 1944200, 946900 1944300, 947000 1944300, 947000 1944200, 946900 1944200))",582.25
다사483455,166.00,166.0,"POLYGON ((948300 1945500, 948300 1945600, 948400 1945600, 948400 1945500, 948300 1945500))",407.0
다사475452,753.00,753.0,"POLYGON ((947500 1945200, 947500 1945300, 947600 1945300, 947600 1945200, 947500 1945200))",1017.625
다사491469,444.00,444.0,"POLYGON ((949100 1946900, 949100 1947000, 949200 1947000, 949200 1946900, 949100 1946900))",715.5
다사469436,277.00,277.0,"POLYGON ((946900 1943600, 946900 1943700, 947000 1943700, 947000 1943600, 946900 1943600))",480.625
다사493466,771.00,771.0,"POLYGON ((949300 1946600, 949300 1946700, 949400 1946700, 949400 1946600, 949300 1946600))",997.0
다사464469,235.00,235.0,"POLYGON ((946400 1946900, 946400 1947000, 946500 1947000, 946500 1946900, 946400 1946900))",377.375
다사460465,14.00,14.0,"POLYGON ((946000 1946500, 946000 1946600, 946100 1946600, 946100 1946500, 946000 1946500))",191.875
다사484451,321.00,321.0,"POLYGON ((948400 1945100, 948400 1945200, 948500 1945200, 948500 1945100, 948400 1945100))",632.25
다사467483,176.00,176.0,"POLYGON ((946700 1948300, 946700 1948400, 946800 1948400, 946800 1948300, 946700 1948300))",349.375
다사465460,N/A,0.0,"POLYGON ((946500 1946000, 946500 1946100, 946600 1946100, 946600 1946000, 946500 1946000))",17.375
다사475473,940.00,940.0,"POLYGON ((947500 1947300, 947500 1947400, 947600 1947400, 947600 1947300, 947500 1947300))",1224.625
다사482446,263.00,263.0,"POLYGON ((948200 1944600, 948200 1944700, 948300 1944700, 948300 1944600, 948200 1944600))",606.875
다사478465,50.00,50.0,"POLYGON ((947800 1946500, 947800 1946600, 947900 1946600, 947900 1946500, 947800 1946500))",130.625
다사473474,556.00,556.0,"POLYGON ((947300 1947400, 947300 1947500, 947400 1947500, 947400 1947400, 947300 1947400))",725.375
다사460464,25.00,25.0,"POLYGON ((946000 1946400, 946000 1946500, 946100 1946500, 946100 1946400, 946000 1946400))",121.125
다사470454,63.00,63.0,"POLYGON ((947000 1945400, 947000 1945500, 947100 1945500, 947100 1945400, 947000 1945400))",358.875
다사485475,308.00,308.0,"POLYGON ((948500 1947500, 948500 1947600, 948600 1947600, 948600 1947500, 948500 1947500))",409.625
다사469448,207.00,207.0,"POLYGON ((946900 1944800, 946900 1944900, 947000 1944900, 947000 1944800, 946900 1944800))",448.0
다사465463,N/A,0.0,"POLYGON ((946500 1946300, 946500 1946400, 946600 1946400, 946600 1946300, 946500 1946300))",157.875
다사476473,456.00,456.0,"POLYGON ((947600 1947300, 947600 1947400, 947700 1947400, 947700 1947300, 947600 1947300))",990.375
다사488453,362.00,362.0,"POLYGON ((948800 1945300, 948800 1945400, 948900 1945400, 948900 1945300, 948800 1945300))",558.625
다사468473,511.00,511.0,"POLYGON ((946800 1947300, 946800 1947400, 946900 1947400, 946900 1947300, 946800 1947300))",982.5
다사467437,151.00,151.0,"POLYGON ((946700 1943700, 946700 1943800, 946800 1943800, 946800 1943700, 946700 1943700))",375.875
다사477450,472.00,472.0,"POLYGON ((947700 1945000, 947700 1945100, 947800 1945100, 947800 1945000, 947700 1945000))",918.0
다사470487,387.00,387.0,"POLYGON ((947000 1948700, 947000 1948800, 947100 1948800, 947100 1948700, 947000 1948700))",485.25
다사466492,7.00,7.0,"POLYGON ((946600 1949200, 946600 1949300, 946700 1949300, 946700 1949200, 946600 1949200))",47.375
다사488479,196.00,196.0,"POLYGON ((948800 1947900, 948800 1948000, 948900 1948000, 948900 1947900, 948800 1947900))",231.5
다사468464,449.00,449.0,"POLYGON ((946800 1946400, 946800 1946500, 946900 1946500, 946900 1946400, 946800 1946400))",664.75
다사470483,1026.00,1026.0,"POLYGON ((947000 1948300, 947000 1948400, 947100 1948400, 947100 1948300, 947000 1948300))",1398.375
다사468455,393.00,393.0,"POLYGON ((946800 1945500, 946800 1945600, 946900 1945600, 946900 1945500, 946800 1945500))",789.125
다사474438,258.00,258.0,"POLYGON ((947400 1943800, 947400 1943900, 947500 1943900, 947500 1943800, 947400 1943800))",589.75
다사485445,344.00,344.0,"POLYGON ((948500 1944500, 948500 1944600, 948600 1944600, 948600 1944500, 948500 1944500))",624.25
다사457463,N/A,0.0,"POLYGON ((945700 1946300, 945700 1946400, 945800 1946400, 945800 1946300, 945700 1946300))",28.25
다사465484,N/A,0.0,"POLYGON ((946500 1948400, 946500 1948500, 946600 1948500, 946600 1948400, 946500 1948400))",185.0
다사476468,75.00,75.0,"POLYGON ((947600 1946800, 947600 1946900, 947700 1946900, 947700 1946800, 947600 1946800))",274.625
다사472467,212.00,212.0,"POLYGON ((947200 1946700, 947200 1946800, 947300 1946800, 947300 1946700, 947200 1946700))",341.875
다사486462,80.00,80.0,"POLYGON ((948600 1946200, 948600 1946300, 948700 1946300, 948700 1946200, 948600 1946200))",445.0
다사474441,604.00,604.0,"POLYGON ((947400 1944100, 947400 1944200, 947500 1944200, 947500 1944100, 947400 1944100))",1052.0
다사463475,N/A,0.0,"POLYGON ((946300 1947500, 946300 1947600, 946400 1947600, 946400 1947500, 946300 1947500))",169.375
다사503469,198.00,198.0,"POLYGON ((950300 1946900, 950300 1947000, 950400 1947000, 950400 1946900, 950300 1946900))",487.75
다사464481,N/A,0.0,"POLYGON ((946400 1948100, 946400 1948200, 946500 1948200, 946500 1948100, 946400 1948100))",527.625
다사479451,460.00,460.0,"POLYGON ((947900 1945100, 947900 1945200, 948000 1945200, 948000 1945100, 947900 1945100))",668.875
다사472479,296.00,296.0,"POLYGON ((947200 1947900, 947200 1948000, 947300 1948000, 947300 1947900, 947200 1947900))",965.875
다사478475,89.00,89.0,"POLYGON ((947800 1947500, 947800 1947600, 947900 1947600, 947900 1947500, 947800 1947500))",327.5
다사469473,461.00,461.0,"POLYGON ((946900 1947300, 946900 1947400, 947000 1947400, 947000 1947300, 946900 1947300))",932.625
다사466444,74.00,74.0,"POLYGON ((946600 1944400, 946600 1944500, 946700 1944500, 946700 1944400, 946600 1944400))",275.375
다사464472,338.00,338.0,"POLYGON ((946400 1947200, 946400 1947300, 946500 1947300, 946500 1947200, 946400 1947200))",658.5
다사475470,247.00,247.0,"POLYGON ((947500 1947000, 947500 1947100, 947600 1947100, 947600 1947000, 947500 1947000))",465.625
다사470462,22.00,22.0,"POLYGON ((947000 1946200, 947000 1946300, 947100 1946300, 947100 1946200, 947000 1946200))",29.75
다사474480,345.00,345.0,"POLYGON ((947400 1948000, 947400 1948100, 947500 1948100, 947500 1948000, 947400 1948000))",901.75
다사474464,243.00,243.0,"POLYGON ((947400 1946400, 947400 1946500, 947500 1946500, 947500 1946400, 947400 1946400))",319.0
다사488449,63.00,63.0,"POLYGON ((948800 1944900, 948800 1945000, 948900 1945000, 948900 1944900, 948800 1944900))",245.60000000000002
다사470435,234.00,234.0,"POLYGON ((947000 1943500, 947000 1943600, 947100 1943600, 947100 1943500, 947000 1943500))",481.75
다사470453,566.00,566.0,"POLYGON ((947000 1945300, 947000 1945400, 947100 1945400, 947100 1945300, 947000 1945300))",884.875
다사478473,357.00,357.0,"POLYGON ((947800 1947300, 947800 1947400, 947900 1947400, 947900 1947300, 947800 1947300))",673.625
다사469472,484.00,484.0,"POLYGON ((946900 1947200, 946900 1947300, 947000 1947300, 947000 1947200, 946900 1947200))",897.0
다사475441,564.00,564.0,"POLYGON ((947500 1944100, 947500 1944200, 947600 1944200, 947600 1944100, 947500 1944100))",903.125
다사480451,209.00,209.0,"POLYGON ((948000 1945100, 948000 1945200, 948100 1945200, 948100 1945100, 948000 1945100))",375.75
다사466474,78.00,78.0,"POLYGON ((946600 1947400, 946600 1947500, 946700 1947500, 946700 1947400, 946600 1947400))",329.625
다사479443,718.00,718.0,"POLYGON ((947900 1944300, 947900 1944400, 948000 1944400, 948000 1944300, 947900 1944300))",1058.0
다사475476,454.00,454.0,"POLYGON ((947500 1947600, 947500 1947700, 947600 1947700, 947600 1947600, 947500 1947600))",727.125
다사475456,72.00,72.0,"POLYGON ((947500 1945600, 947500 1945700, 947600 1945700, 947600 1945600, 947500 1945600))",333.875
다사476446,231.00,231.0,"POLYGON ((947600 1944600, 947600 1944700, 947700 1944700, 947700 1944600, 947600 1944600))",370.625
다사473455,196.00,196.0,"POLYGON ((947300 1945500, 947300 1945600, 947400 1945600, 947400 1945500, 947300 1945500))",587.25
다사469484,444.00,444.0,"POLYGON ((946900 1948400, 946900 1948500, 947000 1948500, 947000 1948400, 946900 1948400))",794.5
다사476444,162.00,162.0,"POLYGON ((947600 1944400, 947600 1944500, 947700 1944500, 947700 1944400, 947600 1944400))",485.125
다사488450,62.00,62.0,"POLYGON ((948800 1945000, 948800 1945100, 948900 1945100, 948900 1945000, 948800 1945000))",231.16666666666669
다사457467,346.00,346.0,"POLYGON ((945700 1946700, 945700 1946800, 945800 1946800, 945800 1946700, 945700 1946700))",857.0
다사490464,14.00,14.0,"POLYGON ((949000 1946400, 949000 1946500, 949100 1946500, 949100 1946400, 949000 1946400))",127.375
다사485458,160.00,160.0,"POLYGON ((948500 1945800, 948500 1945900, 948600 1945900, 948600 1945800, 948500 1945800))",448.0
다사470472,282.00,282.0,"POLYGON ((947000 1947200, 947000 1947300, 947100 1947300, 947100 1947200, 947000 1947200))",619.375
다사486454,745.00,745.0,"POLYGON ((948600 1945400, 948600 1945500, 948700 1945500, 948700 1945400, 948600 1945400))",992.375
다사480457,29.00,29.0,"POLYGON ((948000 1945700, 948000 1945800, 948100 1945800, 948100 1945700, 948000 1945700))",303.125
다사491462,342.00,342.0,"POLYGON ((949100 1946200, 949100 1946300, 949200 1946300, 949200 1946200, 949100 1946200))",503.375
다사478440,659.00,659.0,"POLYGON ((947800 1944000, 947800 1944100, 947900 1944100, 947900 1944000, 947800 1944000))",873.7142857142858
다사477469,409.00,409.0,"POLYGON ((947700 1946900, 947700 1947000, 947800 1947000, 947800 1946900, 947700 1946900))",580.625
다사475457,322.00,322.0,"POLYGON ((947500 1945700, 947500 1945800, 947600 1945800, 947600 1945700, 947500 1945700))",573.625
다사467466,501.00,501.0,"POLYGON ((946700 1946600, 946700 1946700, 946800 1946700, 946800 1946600, 946700 1946600))",739.625
다사488451,77.00,77.0,"POLYGON ((948800 1945100, 948800 1945200, 948900 1945200, 948900 1945100, 948800 1945100))",209.42857142857142
다사487459,415.00,415.0,"POLYGON ((948700 1945900, 948700 1946000, 948800 1946000, 948800 1945900, 948700 1945900))",840.0
다사471436,239.00,239.0,"POLYGON ((947100 1943600, 947100 1943700, 947200 1943700, 947200 1943600, 947100 1943600))",455.375
다사487456,186.00,186.0,"POLYGON ((948700 1945600, 948700 1945700, 948800 1945700, 948800 1945600, 948700 1945600))",535.0
다사462492,968.00,968.0,"POLYGON ((946200 1949200, 946200 1949300, 946300 1949300, 946300 1949200, 946200 1949200))",1346.25
다사482465,235.00,235.0,"POLYGON ((948200 1946500, 948200 1946600, 948300 1946600, 948300 1946500, 948200 1946500))",566.375
다사487455,74.00,74.0,"POLYGON ((948700 1945500, 948700 1945600, 948800 1945600, 948800 1945500, 948700 1945500))",535.5
다사472461,291.00,291.0,"POLYGON ((947200 1946100, 947200 1946200, 947300 1946200, 947300 1946100, 947200 1946100))",575.375
다사468482,13.00,13.0,"POLYGON ((946800 1948200, 946800 1948300, 946900 1948300, 946900 1948200, 946800 1948200))",335.0
