자치구,읍면동명,행정동코드,과거대비인구변화(%),최근인구변화(연속감소년수),과거대비사업체변화(%),최근사업체변화(연속감소년수),노후건축물비율(%),노인인구비율,기초생활 대상자 비율
용산구,이촌1동,1117063000,0.8659410027111236,1,-2.2277227722772275,2,73.7762237762238,0.15810918131279997,0.0013121093884879665
용산구,이촌2동,1117064000,-28.37242742877685,5,6.037735849056604,1,88.1516587677725,0.20356494096276112,0.013169845594913715
용산구,이태원1동,1117065000,-50.202908353060536,4,-10.21854695806261,4,88.1470367591898,0.18564582382473757,0.020310360565951622
용산구,이태원2동,1117066000,-53.217680064124586,4,-10.040705563093622,1,81.3468414779499,0.17748957850856878,0.018990273274664196
용산구,서빙고동,1117069000,-24.248407643312103,4,2.7624309392265194,2,87.6041666666667,0.15092857142857144,0.0165
용산구,보광동,1117070000,-45.92875318066158,5,0.6693440428380187,0,96.2848297213622,0.18137917712961174,0.047582254845148414
용산구,청파동,1117055500,-14.509413468501087,5,-12.395775430794886,3,81.3064628214038,0.1649102263856362,0.036543715846994534
용산구,원효로1동,1117056000,14.982173306464114,0,-8.84861407249467,4,82.4573863636364,0.11990436341900777,0.016377764494919306
용산구,한강로동,1117062500,27.849185946872325,0,-6.73426439640329,2,85.3599516031458,0.1515590351631443,0.01538670407747658
용산구,한남동,1117068500,-2.6022304832713754,3,-3.0244839174267883,1,77.961129446278,0.16043095829300114,0.01919111148520685
성동구,왕십리2동,1120052000,-43.962003454231436,3,2.4285714285714284,1,78.3555018137848,0.1495751033532384,0.021474506201194305
성동구,마장동,1120054000,-26.3072393136359,5,-3.9928057553956835,2,82.4770146024878,0.16360458672577688,0.022422098128649984
성동구,사근동,1120055000,-28.57142857142857,1,-3.2598274209012463,1,79.9832495812395,0.11071640023682652,0.013173475429248075
성동구,행당1동,1120056000,-40.20969620933775,2,-6.801736613603474,2,81.6115702479339,0.14753185267701735,0.019703404581215625
성동구,행당2동,1120057000,-20.973808620035197,5,3.6290322580645165,0,76.7313019390582,0.15576994741418576,0.02351869487805888
성동구,응봉동,1120058000,-13.92559109874826,5,-4.6263345195729535,1,80.1742919389978,0.15969413549039435,0.0086577350859454
성동구,금호1가동,1120059000,-39.23337551536923,2,-5.555555555555555,3,63.9024390243902,0.16429249762583095,0.036340614118391894
성동구,금호4가동,1120062000,-29.186480544050724,2,-0.6802721088435374,2,74.8169838945827,0.15617841261285542,0.02142568387009837
